Número,Mov,Facção,Transporte,Nome Transp,Unitário,Desc Período OP,Ord Setor,Ficha,Local Produto,Tipo OP,Desc Tipo OP,Fac Operadores,Família,Desc Família,Grupo Família,Desc Grupo Família,Grupo Fac,Desc Grupo Fac,Grupo Setor,Desc Grupo Setor,Pedidos Prog,Nota Remessa,Descrição do Local,Retorno das Peças,Dt Limite,Dt Entrega,Marca,Desc Marca,Descrição Facção,Código,Produto Descrição,Parte,Desc Parte,Estoque,Etiqueta,Desc Etiqueta,Cor,Desc Cor,Tamanho,Ord Tam,Qtde Original,Qtde,Qtde Segunda,Qtde Incompleta,Qtde Faltante,Data Saída,Data Retorno,Fluxo,Desc Fluxo,Setor,Obs,Desc Setor,Tabela Preço,UN,Produto Status,Cliente Ped,Ped Cliente,RIS,Pedido,Pedido Codcli,Dt Fatura Ped,Ped Período,Ped Desc Período,Cliente Telefone,Cliente Consumos,Observação OF2,Dt Prevista,Grupo Cli,Desc Grupo Cli,Dt Prev Mov,Dias Fatura,Dias Retorno,Dias Parado,Qtde Pend,Preço Custo,Preço,Tempo,Tempo Total,Perc,Tab Cli Preço,Preço Padrão,Período OP,Coleção,Desc Coleção,Linha,Desc Linha,Soma Peças,Reprocesso,Opções,Produto Custo,Observação,Descrição2,Peso Talhado,Índice,Grupo Prod,Desc Grupo Prod,Comp1,Comp2,Preço Produto,Entrega,Qtde Estampa,Preço Inv,Cidade,Endereço,Número End,Bairro,Fantasia,Dias,Dt Inicio,Dt Final,Tab Observação,Posse,Setor Reprocesso,Desc Reprocesso,Prog Setor,Dias Semana,Codigo2,Preço OP,Cliente Cnpj,Local
077314,0,834,,,0,AMOSTRA,0,,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,139,CENTAURO,CONFECCOES ONEDA LTDA,05.20.00.0160C,TOP CURTO,CO,COR,N,58A,58A - AW27 CENTAURO - INVERNO 27 - ASICS,50,A DEFINIR,M,22,4,0,0,0,0,26/06/2026,6/26/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-81,81,4,,,0,0,0,0,0,A,51,CENTAURO,11,MASCULINO,N,N,SSNN,0,,,0,0,T00,TOP CURTO (TOP),"cust alternativo: tag 0,80 / transfer 0,60",,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,26/06/2026,7/26/2026,,1,,,,0,,0,00.577.158/0001-29,
077334,0,834,,,0,LIBERAÇÃO DE PRODUTO,0,14/08,7 L C,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib Corte/ EM TEST MODELAGEM,,00/01/1900,23/06/2021,36,WARNER C&A,CONFECCOES ONEDA LTDA,01.18.07.0688,TOP CURTO POLIESTER - 2026-2-10871,CO,COR,N,CEIN,CEIN - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO NEGOCIADO,08A,VINHO,12,17,4,0,0,0,0,30/06/2026,6/30/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,AGUAR. APROV. LIC./ PP SAMPLE,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-77,77,4,,,0,0,0,0,0,E037,86,T59C - TEEN,19,CABIDE-DORSAL,N,N,SSNN,0,,B35,0,0,T22,TOP CURTO POLIÉSTER (TOP),PPSAMPLE ENVIADA 26/08,est. fre e cost - 3 cores cada,37,00/01/1900,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,10/07/2026,7/17/2026,,1,,,,0,,0,00.577.158/0001-29,
077383,0,834,,,0,AMOSTRA,0,20/07,,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,,,00/01/1900,23/06/2021,139,CENTAURO,CONFECCOES ONEDA LTDA,05.20.00.0158-2,TOP CURTO,CO,COR,N,58A,58A - AW27 CENTAURO - INVERNO 27 - ASICS,50,A DEFINIR,M,22,4,0,0,0,0,07/07/2026,7/7/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-70,70,4,,,0,0,0,0,0,A,51,CENTAURO,11,MASCULINO,N,N,SSNN,0,,B30,0,0,T00,TOP CURTO (TOP),,,0,00/01/1900,4,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,07/07/2026,8/7/2026,,1,,,,0,,0,00.577.158/0001-29,
077384,0,834,,,0,AMOSTRA,0,20/07,,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,,,00/01/1900,23/06/2021,139,CENTAURO,CONFECCOES ONEDA LTDA,05.20.00.0158-3,TOP CURTO,CO,COR,N,58A,58A - AW27 CENTAURO - INVERNO 27 - ASICS,50,A DEFINIR,M,22,4,0,0,0,0,07/07/2026,7/7/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-70,70,4,,,0,0,0,0,0,A,51,CENTAURO,11,MASCULINO,N,N,SSNN,0,,B30,0,0,T00,TOP CURTO (TOP),,,0,00/01/1900,4,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,07/07/2026,8/7/2026,,1,,,,0,,0,00.577.158/0001-29,
077398,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.17.00.0639,VESTIDO / HRTE158,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,XP,64,4,0,0,0,0,09/07/2026,7/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-68,68,4,,,0,0,0,0,0,A,H06,T59 - HERING TEEN A,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,T21,VESTIDO (TOP),"Rot 3 cores PIG R$ 21, processo completo",,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/07/2026,8/9/2026,,1,,,,0,,0,00.577.158/0001-29,
077399,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.17.00.0640,TOP CURTO / HRTE163,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,XP,64,4,0,0,0,0,09/07/2026,7/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-68,68,4,,,0,0,0,0,0,A,H06,T59 - HERING TEEN A,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,T00,TOP CURTO (TOP),"Rot 3 cores PIG R$ 21, processo completo",,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/07/2026,8/9/2026,,1,,,,0,,0,00.577.158/0001-29,
077419,0,834,,,0,AMOSTRA,0,07/08,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0645,TOP CURTO / HKF248,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B32,0,0,T00,TOP CURTO (TOP),"Rot 3 cores PIG R$ 21, processo completo",,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077420,0,834,,,0,AMOSTRA,0,07/08,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0646,TOP CURTO / HKF254,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B32,0,0,T00,TOP CURTO (TOP),"Rot 5 cores PIG R$ 23, processo completo",,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077422,0,834,,,0,AMOSTRA,0,03/08,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0647,POLO CURTO / HKF257,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B32,0,0,T13,POLO CURTO (TOP),,,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077423,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0648,CALÇA / HKF267,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,B01,CALÇA (BOTTON),,,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077424,0,834,,,0,AMOSTRA,0,07/08,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0649,TOP CURTO / HKF270,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B32,0,0,T00,TOP CURTO (TOP),"Rot 3 cores PIG R$ 21, processo completo",,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077425,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0650,TOP CURTO / HKF272,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,T00,TOP CURTO (TOP),"Rot 5 cores PIG R$ 23, processo completo",,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077426,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0651,VESTIDO / HKF276,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B32,0,0,T21,VESTIDO (TOP),,,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077427,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0652,CONJUNTO CURTO / HKF283,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),"Rot 4 cores PIG R$ 22, processo completo","Etq decorativa, custo alternativo da etiqueta do produto 13.15.00.0414",34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077428,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0653,CONJUNTO CURTO / HKF284,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077429,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0654,CONJUNTO CURTO / HKF285-1,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077430,0,834,,,0,AMOSTRA,0,05/08,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0655,CONJUNTO CURTO / HKF286-1,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B32,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),"Rot 2 cores PIG R$ 20, processo completo","R$: 4,65 COM PROTEÇÃO",34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077431,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0656,SHORTS / HKF260,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,B00,SHORTS (BOTTON),"Rot 5 cores PIG R$ 23, processo completo",,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077432,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0657,SAIA / HKF264,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,B02,SAIA (BOTTON),"Rot 4 cores PIG R$ 22, processo completo",,34,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077457,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.16.00.0641,CONJUNTO CURTO / HKM218,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H01,T54 - HERING KIDS O,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077458,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.16.00.0642,CONJUNTO CURTO / HKM219,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H01,T54 - HERING KIDS O,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077459,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.16.00.0643,CONJUNTO CURTO / HKM220,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H01,T54 - HERING KIDS O,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
077460,0,834,,,0,AMOSTRA,0,31/07,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.16.00.0644,CONJUNTO CURTO / HKM221,CO,COR,N,HXV,HXV - HERING VERÃO 2027,50,A DEFINIR,6,14,4,0,0,0,0,13/07/2026,7/13/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-64,64,4,,,0,0,0,0,0,A,H01,T54 - HERING KIDS O,05,CAIXA - LR,N,N,SSNN,0,,B31,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,13/07/2026,8/13/2026,,1,,,,0,,0,00.577.158/0001-29,
